Index,Tag,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,豆瓣信息
756,spine,757,The Rose,Mark Rydell,United States,1979,[歌声泪痕 The Rose](https://movie.douban.com/subject/1297146/),1979,8.2,"导演: 马克·雷戴尔, 类型: 剧情, 地区: 美国"
757,spine,758,The Merchant of Four Seasons,Rainer Werner Fassbinder,Germany,1971,[四季商人 Händler der vier Jahreszeiten](https://movie.douban.com/subject/1298863/),1972,7.9,"导演: 赖纳·维尔纳·法斯宾德, 类型: 剧情, 地区: 西德"
758,spine,759,The Confession,Costa-Gavras,Italy,1970,[大迫供 L'aveu](https://movie.douban.com/subject/1300652/),1970,8.3,"导演: 科斯塔-加夫拉斯, 类型: 剧情, 地区: 法国/意大利"
759,spine,760,State of Siege,Costa-Gavras,France,1972,[围城 État de Siège](https://movie.douban.com/subject/1304076/),1972,7.8,"导演: 科斯塔-加夫拉斯, 类型: 剧情, 地区: 法国/意大利/西德"
760,spine,761,Valerie and Her Week of Wonders,Jaromil Jireš,Czechoslovakia,1970,[瓦莱莉和她的奇迹一周 Valerie a týden divů](https://movie.douban.com/subject/1437094/),1970,7.7,"导演: 亚罗米尔·伊雷什, 类型: 剧情, 地区: 捷克斯洛伐克"
761,spine,762,A Master Builder,Jonathan Demme,United States,2014,[建筑大师 A Master Builder](https://movie.douban.com/subject/10749941/),2013,6.1,"导演: 乔纳森·戴米, 类型: 剧情, 地区: 美国"
762,spine,763,The Bridge,Bernhard Wicki,Germany,1959,[桥 Die Brücke](https://movie.douban.com/subject/1439859/),1959,8.2,"导演: 伯恩哈德·维基, 类型: 剧情, 地区: 西德"
763,spine,764,The Fisher King,Terry Gilliam,United States,1991,[渔王 The Fisher King](https://movie.douban.com/subject/1292909/),1991,7.5,"导演: 特瑞·吉列姆, 类型: 剧情, 地区: 美国"
764,spine,765,The Black Stallion,Carroll Ballard,United States,1979,[黑神驹 The Black Stallion](https://movie.douban.com/subject/1303287/),1979,8.2,"导演: 卡罗尔·巴拉德, 类型: 冒险, 地区: 美国"
765,spine,766,Here Is Your Life,Jan Troell,Sweden,1966,[浮生 Här har du ditt liv](https://movie.douban.com/subject/2245845/),1966,8.0,"导演: 扬·特洛尔, 类型: 剧情, 地区: 瑞典"
766,spine,767,My Beautiful Laundrette,Stephen Frears,United Kingdom,1985,[我美丽的洗衣店 My Beautiful Laundrette](https://movie.douban.com/subject/1296660/),1985,7.3,"导演: 斯蒂芬·弗雷斯, 类型: 剧情, 地区: 英国"
767,spine,768,The French Lieutenant’s Woman,Karel Reisz,United Kingdom,1981,[法国中尉的女人 The French Lieutenant's Woman](https://movie.douban.com/subject/1293603/),1981,7.9,"导演: 卡雷尔·赖兹, 类型: 剧情, 地区: 英国"
768,spine,769,Day for Night,François Truffaut,France,1973,[日以作夜 La nuit américaine](https://movie.douban.com/subject/1293299/),1973,8.4,"导演: 弗朗索瓦·特吕弗, 类型: 喜剧, 地区: 法国/意大利"
769,spine,770,Dressed to Kill,Brian De Palma,United States,1980,[剃刀边缘 Dressed to Kill](https://movie.douban.com/subject/1299967/),1980,7.6,"导演: 布莱恩·德·帕尔玛, 类型: 犯罪, 地区: 美国"
770,spine,771,"Two Days, One Night",Jean-Pierre Dardenne and Luc Dardenne,Belgium,2014,"[两天一夜 Deux jours, une nuit](https://movie.douban.com/subject/21624974/)",2014,7.6,"导演: 让-皮埃尔·达内, 类型: 剧情, 地区: 比利时/意大利/法国"
771,spine,772,Blind Chance,Krzysztof Kieślowski,Poland,1981,[机遇之歌 Przypadek](https://movie.douban.com/subject/1307200/),1987,8.7,"导演: 克日什托夫·基耶斯洛夫斯基, 类型: 剧情, 地区: 波兰"
772,spine,773,Breaker Morant,Bruce Beresford,Australia,1980,[驯马手莫兰特 'Breaker' Morant](https://movie.douban.com/subject/1294778/),1980,7.5,"导演: 布鲁斯·贝尔斯福德, 类型: 剧情, 地区: 澳大利亚"
773,spine,774,Mister Johnson,Bruce Beresford,United States,1990,[开路先锋 Mister Johnson](https://movie.douban.com/subject/1296953/),1990,7.0,"导演: 布鲁斯·贝尔斯福德, 类型: 剧情, 地区: 美国"
774,spine,775,A Room with a View,James Ivory,United Kingdom,1986,[看得见风景的房间 A Room with a View](https://movie.douban.com/subject/1293926/),1985,7.7,"导演: 詹姆斯·伊沃里, 类型: 剧情, 地区: 英国"
775,spine,776,Moonrise Kingdom,Wes Anderson,United States,2012,[月升王国 Moonrise Kingdom](https://movie.douban.com/subject/5360889/),2012,8.4,"导演: 韦斯·安德森, 类型: 剧情, 地区: 美国"
776,spine,777,The Brood,David Cronenberg,Canada,1979,[灵婴 The Brood](https://movie.douban.com/subject/1305914/),1979,7.3,"导演: 大卫·柯南伯格, 类型: 恐怖, 地区: 加拿大"
777,spine,778,A Special Day,Ettore Scola,Italy,1977,[特殊的一天 Una giornata particolare](https://movie.douban.com/subject/1293395/),1977,8.3,"导演: 埃托尔·斯科拉, 类型: 剧情, 地区: 意大利/加拿大"
778,spine,779,Mulholland Dr.,David Lynch,United States,2001,[穆赫兰道 Mulholland Dr.](https://movie.douban.com/subject/1292217/),2001,8.4,"导演: 大卫·林奇, 类型: 剧情, 地区: 法国/美国"
779,spine,780,Code Unknown,Michael Haneke,France,2000,[巴黎浮世绘 Code inconnu: Récit incomplet de divers voyages](https://movie.douban.com/subject/1296949/),2000,7.7,"导演: 迈克尔·哈内克, 类型: 剧情, 地区: 法国/德国/罗马尼亚"
780,spine,781,In Cold Blood,Richard Brooks,United States,1967,[冷血 In Cold Blood](https://movie.douban.com/subject/1428166/),1967,8.1,"导演: 理查德·布鲁克斯, 类型: 犯罪, 地区: 美国"
781,spine-boxsets,782,The Apu Trilogy, , , , , , , 
782,spine,783,Pather Panchali,Satyajit Ray,India,1955,[大地之歌 পথের পাঁচালী](https://movie.douban.com/subject/1306019/),1955,8.9,"导演: 萨蒂亚吉特·雷伊, 类型: 剧情, 地区: 印度"
783,spine,784,Aparajito,Satyajit Ray,India,1956,[大河之歌 অপরাজিত](https://movie.douban.com/subject/1306559/),1956,8.7,"导演: 萨蒂亚吉特·雷伊, 类型: 剧情, 地区: 印度"
784,spine,785,Apur Sansar,Satyajit Ray,India,1959,[大树之歌 অপুর সংসার](https://movie.douban.com/subject/1295720/),1959,8.7,"导演: 萨蒂亚吉特·雷伊, 类型: 剧情, 地区: 印度"
785,spine,786,Dont Look Back,D. A. Pennebaker,United States,1967,[别回头 Dont Look Back](https://movie.douban.com/subject/1305223/),1967,8.6,"导演: 彭尼贝克, 类型: 纪录片, 地区: 美国"
786,spine,787,Jellyfish Eyes,Takashi Murakami,Japan,2013,[水母看世界 めめめのくらげ](https://movie.douban.com/subject/6814974/),2013,4.4,"导演: 村上隆, 类型: 剧情, 地区: 日本"
787,spine,788,Speedy,Ted Wilde,United States,1928,[飞毛腿 Speedy](https://movie.douban.com/subject/2023804/),1928,7.7,"导演: 特德·怀尔德, 类型: 喜剧, 地区: 美国"
788,spine,789,Burroughs: The Movie,Howard Brookner,United States,1983,[巴勒斯：一部电影 Burroughs: The Movie](https://movie.douban.com/subject/25892352/),1983,8.2,"导演: 霍华德·布鲁克纳, 类型: 纪录片, 地区: 美国"
789,spine,790,Lady Snowblood,Toshiya Fujita,Japan,1973,[修罗雪姬 修羅雪姫](https://movie.douban.com/subject/1440347/),1973,7.9,"导演: 藤田敏八, 类型: 动作, 地区: 日本"
790,spine,791,Lady Snowblood: Love Song of Vengeance,Toshiya Fujita,Japan,1974,[修罗雪姬2：怨恨的恋歌 修羅雪姫 怨み恋歌](https://movie.douban.com/subject/1751654/),1974,6.3,"导演: 藤田敏八, 类型: 剧情, 地区: 日本"
791,spine,792,Bitter Rice,Giuseppe De Santis,Italy,1949,[艰辛的米 Riso amaro](https://movie.douban.com/subject/1441385/),1949,7.6,"导演: 朱塞佩·德桑蒂斯, 类型: 剧情, 地区: 意大利"
792,spine,793,The American Friend,Wim Wenders,Germany,1977,[美国朋友 Der amerikanische Freund](https://movie.douban.com/subject/1297511/),1977,7.6,"导演: 维姆·文德斯, 类型: 犯罪, 地区: 西德/法国"
793,spine,794,Inside Llewyn Davis,Joel Coen and Ethan Coen,United States,2013,[醉乡民谣 Inside Llewyn Davis](https://movie.douban.com/subject/6887029/),2013,8.1,"导演: 伊桑·科恩, 类型: 剧情, 地区: 美国/英国/法国"
794,spine,795,Gilda,Charles Vidor,United States,1946,[吉尔达 Gilda](https://movie.douban.com/subject/1301978/),1946,7.4,"导演: 查尔斯·维多, 类型: 剧情, 地区: 美国"
795,spine,796,The Emigrants,Jan Troell,Sweden,1971,[大移民 Utvandrarna](https://movie.douban.com/subject/1295184/),1971,8.0,"导演: 扬·特洛尔, 类型: 冒险, 地区: 瑞典"
796,spine,797,The New Land,Jan Troell,Sweden,1972,[新大陆 Nybyggarna](https://movie.douban.com/subject/1471664/),1972,8.1,"导演: 扬·特洛尔, 类型: 剧情, 地区: 瑞典"
797,spine,798,Death by Hanging,Nagisa Oshima,Japan,1968,[绞死刑 絞死刑](https://movie.douban.com/subject/1302766/),1968,8.3,"导演: 大岛渚, 类型: 喜剧, 地区: 日本"
798,spine,799,The Kid,Charles Chaplin,United States,1921,[寻子遇仙记 The Kid](https://movie.douban.com/subject/1293270/),1921,9.2,"导演: 查理·卓别林, 类型: 剧情, 地区: 美国"
799,spine,800,The Graduate,Mike Nichols,United States,1967,[毕业生 The Graduate](https://movie.douban.com/subject/1292271/),1967,8.0,"导演: 迈克·尼科尔斯, 类型: 剧情, 地区: 美国"
800,spine,801,I Knew Her Well,Antonio Pietrangeli,Italy,1965,[知己知彼 Io la conoscevo bene](https://movie.douban.com/subject/2294897/),1965,7.9,"导演: 安东尼奥·彼得兰杰利, 类型: 剧情, 地区: 意大利/西德/法国"
801,spine,802,Paris Belongs to Us,Jacques Rivette,France,1961,[巴黎属于我们 Paris nous appartient](https://movie.douban.com/subject/1477853/),1961,7.2,"导演: 雅克·里维特, 类型: 悬疑, 地区: 法国"
802,spine,803,The Manchurian Candidate,John Frankenheimer,United States,1962,[满洲候选人 The Manchurian Candidate](https://movie.douban.com/subject/1293840/),1962,7.3,"导演: 约翰·弗兰克海默, 类型: 剧情, 地区: 美国"
803,spine,804,A Brighter Summer Day,Edward Yang,Taiwan,1991,[牯岭街少年杀人事件 牯嶺街少年殺人事件](https://movie.douban.com/subject/1292329/),1991,8.9,"导演: 杨德昌, 类型: 剧情, 地区: 中国台湾"
804,spine,805,A Poem Is a Naked Person,Les Blank,United States,1974,[诗歌是裸体的人 A Poem Is a Naked Person](https://movie.douban.com/subject/26301718/),1974,7.2,"导演: 莱斯·布兰克, 类型: 纪录片, 地区: 美国"
805,spine,806,Only Angels Have Wings,Howard Hawks,United States,1939,[天使之翼 Only Angels Have Wings](https://movie.douban.com/subject/1300712/),1939,7.6,"导演: 霍华德·霍克斯, 类型: 剧情, 地区: 美国"
806,spine,807,Barcelona,Whit Stillman,United States,1994,[巴塞罗那 Barcelona](https://movie.douban.com/subject/1295556/),1994,7.0,"导演: 惠特·斯蒂尔曼, 类型: 喜剧, 地区: 美国"
807,spine-films,808,The Kennedy Films of Robert Drew & Associates,Robert Drew,United States, , , , , 
808,spine,809,Phoenix,Christian Petzold,Germany,2014,[不死鸟 Phoenix](https://movie.douban.com/subject/22637441/),2014,7.5,"导演: 克里斯蒂安·佩措尔德, 类型: 剧情, 地区: 德国/波兰"
809,spine,810,In a Lonely Place,Nicholas Ray,United States,1950,[兰闺艳血 In a Lonely Place](https://movie.douban.com/subject/1302923/),1950,7.9,"导演: 尼古拉斯·雷, 类型: 剧情, 地区: 美国"
810,spine,811,The Naked Island,Kaneto Shindo,Japan,1960,[裸岛 裸の島](https://movie.douban.com/subject/1303710/),1960,8.5,"导演: 新藤兼人, 类型: 剧情, 地区: 日本"
811,spine,812,The Player,Robert Altman,United States,1992,[大玩家 The Player](https://movie.douban.com/subject/1294726/),1992,7.7,"导演: 罗伯特·奥特曼, 类型: 剧情, 地区: 美国"
812,spine-boxsets,813,Wim Wenders: The Road Trilogy, , , , , , , 
813,spine,814,Alice in the Cities,Wim Wenders,Germany,1974,[爱丽丝城市漫游记 Alice in den Städten](https://movie.douban.com/subject/1293306/),1974,8.7,"导演: 维姆·文德斯, 类型: 剧情, 地区: 西德"
814,spine,815,Wrong Move,Wim Wenders,Germany,1975,[错误的举动 Falsche Bewegung](https://movie.douban.com/subject/1297813/),1975,7.5,"导演: 维姆·文德斯, 类型: 剧情, 地区: 西德"
815,spine,816,Kings of the Road,Wim Wenders,Germany,1976,[公路之王 Im Lauf der Zeit](https://movie.douban.com/subject/1437023/),1976,8.4,"导演: 维姆·文德斯, 类型: 剧情, 地区: 西德"
816,spine,817,Le amiche,Michelangelo Antonioni,Italy,1955,[女朋友 Le amiche](https://movie.douban.com/subject/1292958/),1955,7.4,"导演: 米开朗基罗·安东尼奥尼, 类型: 剧情, 地区: 意大利"
817,spine,818,La chienne,Jean Renoir,France,1931,[母狗 La Chienne](https://movie.douban.com/subject/1306486/),1931,7.7,"导演: 让·雷诺阿, 类型: 剧情, 地区: 法国"
818,spine,819,Here Comes Mr. Jordan,Alexander Hall,United States,1941,[太虚道人 Here Comes Mr. Jordan](https://movie.douban.com/subject/1297648/),1941,7.6,"导演: 亚历山大·赫尔, 类型: 奇幻, 地区: 美国"
819,spine,820,Fantastic Planet,René Laloux,France,1973,[原始星球 La planète sauvage](https://movie.douban.com/subject/1291989/),1973,8.8,"导演: 阿内·拉鲁, 类型: 动画, 地区: 法国/捷克斯洛伐克"
820,spine,821,"Dr. Strangelove, or: How I Learned to Stop Worrying and Love the Bomb",Stanley Kubrick,United States,1964,[奇爱博士 Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb](https://movie.douban.com/subject/1322848/),1964,8.9,"导演: 斯坦利·库布里克, 类型: 剧情, 地区: 美国/英国"
821,spine,822,Clouds of Sils Maria,Olivier Assayas,France,2014,[锡尔斯玛利亚 Clouds of Sils Maria](https://movie.douban.com/subject/19976774/),2014,7.7,"导演: 奥利维耶·阿萨亚斯, 类型: 剧情, 地区: 法国/德国/瑞士"
822,spine,823,The In-Laws,Arthur Hiller,United States,1979,[妙亲家与俏冤家 The In-Laws](https://movie.douban.com/subject/1296375/),1979,6.8,"导演: 阿瑟·希勒, 类型: 冒险, 地区: 美国"
823,spine,824,"Muriel, or The Time of Return",Alain Resnais,France,1963,[莫里埃尔 Muriel ou Le temps d'un retour](https://movie.douban.com/subject/1293844/),1963,7.7,"导演: 阿伦·雷乃, 类型: 剧情, 地区: 法国/意大利"
824,spine,825,A Touch of Zen,King Hu,Taiwan,1971,[侠女 俠女](https://movie.douban.com/subject/1306490/),1970,8.6,"导演: 胡金铨, 类型: 剧情, 地区: 中国台湾/中国香港"
825,spine,826,The New World,Terrence Malick,United States,2005,[新世界 The New World](https://movie.douban.com/subject/1419942/),2005,7.1,"导演: 泰伦斯·马力克, 类型: 剧情, 地区: 美国/英国"
826,spine,827,McCabe & Mrs. Miller,Robert Altman,United States,1971,[花村 McCabe & Mrs. Miller](https://movie.douban.com/subject/1293950/),1971,7.9,"导演: 罗伯特·奥特曼, 类型: 剧情, 地区: 美国"
827,spine,828,Ingrid Bergman: In Her Own Words,Stig Björkman,Sweden,2015,[英格丽·褒曼口述实录 Jag är Ingrid](https://movie.douban.com/subject/26366455/),2015,8.4,"导演: 斯蒂格·比约克曼, 类型: 传记, 地区: 瑞典"
828,spine,829,A Taste of Honey,Tony Richardson,United Kingdom,1961,[蜜的滋味 A Taste of Honey](https://movie.douban.com/subject/1294664/),1961,7.6,"导演: 托尼·理查德森, 类型: 剧情, 地区: 英国"
829,spine,830,Chimes at Midnight,Orson Welles,Spain,1966,[午夜钟声 Campanadas a medianoche](https://movie.douban.com/subject/1422308/),1965,8.3,"导演: 奥逊·威尔斯, 类型: 喜剧, 地区: 西班牙/瑞士/法国"
830,spine,831,The Immortal Story,Orson Welles,France,1968,[不朽故事 Histoire immortelle](https://movie.douban.com/subject/2068301/),1968,7.3,"导演: 奥逊·威尔斯, 类型: 剧情, 地区: 法国"
831,spine,832,The Story of the Last Chrysanthemum,Kenji Mizoguchi,Japan,1939,[残菊物语 殘菊物語](https://movie.douban.com/subject/1293329/),1939,8.5,"导演: 沟口健二, 类型: 剧情, 地区: 日本"
832,spine,833,Cat People,Jacques Tourneur,United States,1942,[豹族 Cat People](https://movie.douban.com/subject/1306489/),1942,7.4,"导演: 雅克·特纳, 类型: 恐怖, 地区: 美国"
833,spine,834,Blood Simple,Joel Coen,United States,1984,[血迷宫 Blood Simple](https://movie.douban.com/subject/1302542/),1984,7.8,"导演: 乔尔·科恩, 类型: 剧情, 地区: 美国"
834,spine,835,Valley of the Dolls,Mark Robson,United States,1967,[娃娃谷 Valley of the Dolls](https://movie.douban.com/subject/1300839/),1967,6.3,"导演: 马克·罗布森, 类型: 剧情, 地区: 美国"
835,spine,836,Beyond the Valley of the Dolls,Russ Meyer,United States,1970,[飞越美人谷 Beyond the Valley of the Dolls](https://movie.douban.com/subject/1298861/),1970,6.2,"导演: 罗斯·梅尔, 类型: 喜剧, 地区: 美国"
836,spine,837,Dekalog,Krzysztof Kieślowski,Poland,1988,[十诫 Dekalog](https://movie.douban.com/subject/1301252/),1989,9.2,"导演: 克日什托夫·基耶斯洛夫斯基, 类型: 剧情, 地区: 波兰/西德"
837,spine,838,Pan’s Labyrinth,Guillermo del Toro,Spain,2006,[潘神的迷宫 El laberinto del fauno](https://movie.douban.com/subject/1767042/),2006,7.9,"导演: 吉尔莫·德尔·托罗, 类型: 剧情, 地区: 西班牙/墨西哥"
838,spine,839,Boyhood,Richard Linklater,United States,2014,[少年时代 Boyhood](https://movie.douban.com/subject/2209575/),2014,8.5,"导演: 理查德·林克莱特, 类型: 剧情, 地区: 美国"
839,spine,840,The Executioner,Luis García Berlanga,Spain,1963,[刽子手 El Verdugo](https://movie.douban.com/subject/1485059/),1963,8.0,"导演: 路易斯·加西亚·贝尔兰加, 类型: 剧情, 地区: 西班牙/意大利"
840,spine-boxsets,841,Lone Wolf and Cub, , , , , , , 
841,spine,842,Akira Kurosawa’s Dreams,Akira Kurosawa,Japan,1990,[梦 夢](https://movie.douban.com/subject/1299112/),1990,8.7,"导演: 黑泽明, 类型: 剧情, 地区: 日本/美国"
842,spine,843,Punch-Drunk Love,Paul Thomas Anderson,United States,2002,[私恋失调 Punch-Drunk Love](https://movie.douban.com/subject/1300211/),2002,7.9,"导演: 保罗·托马斯·安德森, 类型: 喜剧, 地区: 美国"
