Index,Type 类别,Title 电影,Director 导演,Writer 编剧,Actor 主演,Rank 排名,Score 打分,Votes 人数,Comment 短评,Review 影评,Alias 别名,Year 年份,Region 地区,Genre 类型,Length 片长,IMDb
338,电影,[百变狸猫 平成狸合戦ぽんぽこ](https://movie.douban.com/subject/1303907/),高畑勋,高畑勋,古今亭朝太時代 / 三木纪平 / ...,🎉---,🌟8.6,95318,17121,194,平成狸合戦ぽんぽこ / 平成狸合战 / 狸猫物语 / The Raccoon War / Pom Poko,1994,日本,剧情 / 喜剧 / 动画 / 奇幻,119 分钟,[tt0110008](https://imdb.com/title/tt0110008)
339,电影,[非常嫌疑犯 The Usual Suspects](https://movie.douban.com/subject/1292214/),布莱恩·辛格,克里斯托弗·麦奎里,史蒂芬·鲍德温 / 加布里埃尔·伯恩 / ...,🎉---,🌟8.6,257685,58828,426,The Usual Suspects / 刺激惊爆点(台) / 普通嫌疑犯 / 幕后嫌疑犯 / 嫌疑惯犯,1995,德国 / 美国,悬疑 / 惊悚 / 犯罪,106分钟,[tt0114814](https://imdb.com/title/tt0114814)
340,电影,[猜火车 Trainspotting](https://movie.douban.com/subject/1292528/),丹尼·博伊尔,埃文·威尔什 / 约翰·霍奇,伊万·麦克格雷格 / 艾文·布莱纳 / ...,🎉---,🌟8.6,405883,87972,1363,Trainspotting / 迷幻列车(港) / 定位的火车,1996,英国,剧情 / 犯罪,94分钟,[tt0117951](https://imdb.com/title/tt0117951)
341,电影,[勇闯夺命岛 The Rock](https://movie.douban.com/subject/1292728/),迈克尔·贝,大卫·韦斯伯格 / 道格拉斯·库克 / Mark Rosner,肖恩·康纳利 / 尼古拉斯·凯奇 / ...,🎉---,🌟8.6,249531,39352,319,The Rock / 石破天惊(港) / 绝地任务(台),1996,美国,动作 / 冒险,136分钟,[tt0117500](https://imdb.com/title/tt0117500)
342,电影,[坏孩子的天空 キッズ・リターン](https://movie.douban.com/subject/1299062/),北野武,北野武,金子贤 / 安藤政信 / ...,🎉---,🌟8.6,104230,29289,507,キッズ・リターン / 勇敢第一名(台) / 浪子回头 / Kids Return,1996,日本,剧情 / 犯罪 / 运动,107分钟,[tt0116767](https://imdb.com/title/tt0116767)
343,电影,[小武](https://movie.douban.com/subject/1291851/),贾樟柯,贾樟柯,王宏伟 / 郝鸿建 / ...,🎉---,🌟8.6,139324,35385,907,小武 / The Pickpocket / 一瞬の夢,1998,中国香港 / 中国大陆,剧情,108分钟 / 113分钟,[tt0144020](https://imdb.com/title/tt0144020)
344,电影,[关于我母亲的一切 Todo sobre mi madre](https://movie.douban.com/subject/1291937/),佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,塞西莉亚·罗特 / 玛丽萨·帕雷德斯 / ...,🎉---,🌟8.6,67970,20452,290,Todo sobre mi madre / 论尽我阿妈(港) / 我的母亲(台) / All About My Mother,1999,西班牙 / 法国,剧情,101分钟,[tt0185125](https://imdb.com/title/tt0185125)
345,电影,[暗战 暗戰](https://movie.douban.com/subject/1298898/),杜琪峰,游乃海 / 劳伦特·考蒂奥德 / 朱连·卡邦,刘德华 / 刘青云 / ...,🎉---,🌟8.6,253139,50392,379,暗戰 / 谈判专家(台) / Running Out of Time,1999,中国香港,剧情 / 动作 / 犯罪,93 分钟,[tt0216165](https://imdb.com/title/tt0216165)
346,电影,[布达佩斯之恋 Gloomy Sunday - Ein Lied von Liebe und Tod](https://movie.douban.com/subject/1301106/),诺夫·舒贝尔,Nick Barkow / 诺夫·舒贝尔 / Ruth Toma,艾丽卡·莫露珊 / 约阿希姆·克罗尔 / ...,🎉---,🌟8.6,82360,22388,535,Gloomy Sunday - Ein Lied von Liebe und Tod / 忧郁的星期天 / 忧郁星期天 / 狂琴难了 / 黑色星期天 / Gloomy Sunday,1999,德国 / 匈牙利,剧情 / 爱情,112分钟,[tt0155722](https://imdb.com/title/tt0155722)
347,电影,[名侦探柯南：世纪末的魔术师 名探偵コナン 世紀末の魔術師](https://movie.douban.com/subject/2279152/),儿玉兼嗣,古内一成 / 青山刚昌,高山南 / 山崎和佳奈 / ...,🎉---,🌟8.6,132481,17425,59,名探偵コナン 世紀末の魔術師 / 名侦探柯南1999：世纪末的魔术师 / 名侦探柯南：剧场版第3部 / Detective Conan: The Last Wizard of the Century / Case Closed: The Last Wizard of the Century,1999,日本,喜剧 / 动画 / 悬疑 / 犯罪 / 冒险,100分钟,[tt1067920](https://imdb.com/title/tt1067920)
348,电影,[角斗士 Gladiator](https://movie.douban.com/subject/1293530/),雷德利·斯科特,大卫·弗兰佐尼 / 约翰·洛根 / 威廉姆·尼克尔森,罗素·克劳 / 华金·菲尼克斯 / ...,🎉---,🌟8.6,221371,33411,355,Gladiator / 帝国骄雄(港) / 神鬼战士(台) / 鬼神战士,2000,美国 / 英国 / 马耳他 / 摩洛哥,剧情 / 动作 / 冒险,155分钟 / 171分钟(加长版),[tt0172495](https://imdb.com/title/tt0172495)
349,电影,[荒岛余生 Cast Away](https://movie.douban.com/subject/1298653/),罗伯特·泽米吉斯,小威廉·保尔斯,汤姆·汉克斯 / 海伦·亨特 / ...,🎉---,🌟8.6,279861,52232,843,Cast Away / 浩劫重生(台) / 劫后重生(港) / 荒岛男人,2000,美国,剧情 / 冒险,143分钟,[tt0162222](https://imdb.com/title/tt0162222)
350,电影,[鸟！鸟！鸟！ For the Birds](https://movie.douban.com/subject/1470600/),拉夫·埃格尔斯顿, ,拉夫·埃格尔斯顿,🎉---,🌟8.6,68615,10706,42,For the Birds / 献给鸟儿们 / 鸟鸟鸟,2000,美国,动画 / 短片 / 家庭,3 分钟,[tt0248808](https://imdb.com/title/tt0248808)
351,电影,[麦兜故事 麥兜故事](https://movie.douban.com/subject/1302476/),袁建滔,谢立文 / 麦家碧,李晋纬 / 林海峰 / ...,🎉---,🌟8.6,184592,32331,365,麥兜故事 / 麦兜的故事 / My Life as McDull,2001,中国香港,剧情 / 喜剧 / 动画,Japan: 75 分钟 / Argentina: 75 分钟(Buenos Aires Festival Internacional de Cine Independiente),[tt0312941](https://imdb.com/title/tt0312941)
352,电影,[蝴蝶 Le papillon](https://movie.douban.com/subject/1292056/),费利普·弥勒,费利普·弥勒,米歇尔·塞罗尔 / 柯莱儿·布翁尼许 / ...,🎉---,🌟8.6,118892,26553,495,Le papillon / The Butterfly,2002,法国,剧情 / 喜剧 / 儿童,85分钟,[tt0329485](https://imdb.com/title/tt0329485)
353,电影,[时时刻刻 The Hours](https://movie.douban.com/subject/1305666/),史蒂芬·戴德利,戴维·黑尔 / 迈克尔·坎宁安,梅丽尔·斯特里普 / 朱丽安·摩尔 / ...,🎉---,🌟8.6,171601,57292,1509,The Hours / 此时·此刻(港) / 小说人生 / 岁月如歌,2002,美国 / 英国,剧情,110分钟,[tt0274558](https://imdb.com/title/tt0274558)
354,电影,[大卫·戈尔的一生 The Life of David Gale](https://movie.douban.com/subject/1305725/),艾伦·帕克,查尔斯·伦道夫,凯文·史派西 / 凯特·温丝莱特 / ...,🎉---,🌟8.6,227806,61205,973,The Life of David Gale / 铁案悬谜 / 命悬一线 / 绝命调查 / 铁案疑云,2003,美国 / 德国 / 英国 / 西班牙,剧情 / 悬疑 / 犯罪,130 分钟,[tt0289992](https://imdb.com/title/tt0289992)
355,电影,[小情人 แฟนฉัน](https://movie.douban.com/subject/1394488/),威特查·戈杰乌 / 颂裕·素玛戈南 / 尼提瓦·塔拉吞 / 维塔亚·东俞扬 / 埃迪森·特斯利卡森 / 孔里特·契威摩, ,查理·瑞纳 / 霍嘉丝·芝华顾 / ...,🎉---,🌟8.6,59704,19111,429,แฟนฉัน / My Girl / Fan chan,2003,泰国,喜剧 / 儿童,110分钟,[tt0399040](https://imdb.com/title/tt0399040)
356,电影,[盲井](http://movie.douban.com/subject/1307528/),李杨,李杨,王双宝 / 王宝强 / ...,🎉---,🌟8.6,45448,10358,333,盲井 / Blind Shaft,2003,中国大陆 / 德国 / 香港,剧情 / 犯罪,92 分钟,[tt0351299](https://imdb.com/title/tt0351299)
357,电影,[撞车 Crash](https://movie.douban.com/subject/1388216/),保罗·哈吉斯,保罗·哈吉斯 / 罗伯特·莫里斯克,桑德拉·布洛克 / 唐·钱德尔 / ...,🎉---,🌟8.6,294729,62527,1214,Crash / 冲击效应(台) / 冲撞 / L.A. Crash,2004,美国 / 德国 / 澳大利亚,剧情 / 犯罪,112分钟 / 115分钟(导演剪辑版),[tt0375679](https://imdb.com/title/tt0375679)
358,电影,[难以忽视的真相 An Inconvenient Truth](https://movie.douban.com/subject/1474405/),戴维斯·古根海姆,阿尔·戈尔,阿尔·戈尔,🎉---,🌟8.6,29440,6933,252,An Inconvenient Truth / 绝望真相(港) / 不愿面对的真相(台) / 麻烦的真相,2006,美国,纪录片,96分钟,[tt0497116](https://imdb.com/title/tt0497116)
359,电影,[圆明园](https://movie.douban.com/subject/1863102/),金铁木 / 薛继军,金铁木, ,🎉---,🌟8.6,20688,4661,183,圆明园 / The Imperial Garden / The Old Summer Palace,2006,中国大陆,纪录片,90分钟,[tt1448625](https://imdb.com/title/tt1448625)
360,电影,[想飞的钢琴少年 Vitus](https://movie.douban.com/subject/1900840/),弗兰迪-M.米偌,彼得·路希 / 弗兰迪-M.米偌 / 卢卡斯·苏特,法比齐奥·波萨尼 / 泰欧·盖尔基 / ...,🎉---,🌟8.6,30035,7552,293,Vitus / 钢琴小神童 / 天才少年 / 维达斯,2006,瑞士,剧情 / 音乐,100分钟 / 120分钟(德国) / 123分钟(美国),[tt0478829](https://imdb.com/title/tt0478829)
361,电影,[穿越时空的少女 時をかける少女](https://movie.douban.com/subject/1937946/),细田守,奥寺佐渡子 / 筒井康隆,仲里依纱 / 石田卓也 / ...,🎉---,🌟8.6,383590,89618,1317,時をかける少女 / 跳跃吧！时空少女(台) / Toki o kakeru shôjo / The Girl Who Leapt Through Time,2006,日本,剧情 / 爱情 / 科幻 / 动画,98分钟,[tt0808506](https://imdb.com/title/tt0808506)
362,电影,[荒野生存 Into the Wild](https://movie.douban.com/subject/1905462/),西恩·潘,西恩·潘 / 乔恩·克拉考尔,埃米尔·赫斯基 / 马西娅·盖伊·哈登 / ...,🎉---,🌟8.6,219235,62277,2479,Into the Wild / 浪荡天涯(港) / 阿拉斯加之死(台) / 荒野伴我心,2007,美国,剧情 / 传记 / 冒险,148分钟,[tt0758758](https://imdb.com/title/tt0758758)
363,电影,[老爷车 Gran Torino](https://movie.douban.com/subject/3026357/),克林特·伊斯特伍德,尼克·申克 / Dave Johannson,克林特·伊斯特伍德 / 克里斯托弗·卡利 / ...,🎉---,🌟8.6,98286,23782,496,Gran Torino / 经典老爷车(台) / 驱．逐(港),2008,美国 / 德国,剧情,116 分钟,[tt1205489](https://imdb.com/title/tt1205489)
364,电影,[天水围的日与夜 天水圍的日與夜](https://movie.douban.com/subject/3077668/),许鞍华,吕筱华,鲍起静 / 陈丽云 / ...,🎉---,🌟8.6,118492,38201,1223,天水圍的日與夜 / The Way We Are,2008,中国香港,剧情 / 家庭,90分钟,[tt1233499](https://imdb.com/title/tt1233499)
365,电影,[了不起的狐狸爸爸 Fantastic Mr. Fox](https://movie.douban.com/subject/1759386/),韦斯·安德森,韦斯·安德森 / 诺亚·鲍姆巴赫 / 罗尔德·达尔,乔治·克鲁尼 / 梅丽尔·斯特里普 / ...,🎉---,🌟8.6,200136,50003,391,Fantastic Mr. Fox / 超级狐狸先生(台) / 狐狸先生无得顶(港) / 神奇老狐狸 / 非凡的狐狸老爸,2009,美国,喜剧 / 动画 / 冒险,87分钟,[tt0432283](https://imdb.com/title/tt0432283)
366,电影,[海盗电台 The Boat That Rocked](https://movie.douban.com/subject/3007773/),理查德·柯蒂斯,理查德·柯蒂斯,比尔·奈伊 / 肯尼思·布拉纳 / ...,🎉---,🌟8.6,235820,65792,905,The Boat That Rocked / 出位乐人谷(港) / 海盗电波 / Pirate Radio,2009,英国 / 德国 / 法国,剧情 / 喜剧 / 音乐,116 分钟 / 135 分钟(未删减版),[tt1131729](https://imdb.com/title/tt1131729)
367,电影,[天伦之旅 Everybody's Fine](https://movie.douban.com/subject/3041749/),柯克·琼斯,柯克·琼斯 / 托尼诺·格拉 / 朱塞佩·托纳多雷 / 马西莫·德·丽塔,罗伯特·德尼罗 / 凯特·贝金赛尔 / ...,🎉---,🌟8.6,98114,29066,571,Everybody's Fine / 幸福窝天伦 / 人人都很好 / 大家都很好,2009,美国,剧情 / 家庭,99分钟,[tt0780511](https://imdb.com/title/tt0780511)
368,电影,[巴黎淘气帮 Le petit Nicolas](https://movie.douban.com/subject/3157605/),洛朗·蒂拉尔,格雷古瓦·维涅隆 / 洛朗·蒂拉尔,马克西姆·戈达尔 / 瓦莱丽·勒梅西埃 / ...,🎉---,🌟8.6,132543,40434,269,Le petit Nicolas / 小淘气尼古拉(台) / 反斗小尼哥(港) / 小尼古拉 / Little Nicholas,2009,法国 / 比利时,喜剧 / 家庭 / 儿童,92分钟,[tt1264904](https://imdb.com/title/tt1264904)
369,电影,[魔术师 L'Illusionniste](https://movie.douban.com/subject/1921583/),希尔万·肖默,希尔万·肖默 / 雅克·塔蒂,Jean-Claude Donda / Eilidh Rankin / ...,🎉---,🌟8.6,81419,26505,406,L'Illusionniste / 幻术家 / 幻术师 / 魔法玩家 / 魔幻师 / The Illusionist,2010,法国 / 英国,剧情 / 动画,80分钟,[tt0775489](https://imdb.com/title/tt0775489)
370,电影,[开心家族 헬로우 고스트](https://movie.douban.com/subject/6019180/),金英卓,金英卓,车太贤 / 高昌锡 / ...,🎉---,🌟8.6,198678,62695,801,헬로우 고스트 / 开心鬼上身 / 开心遇鬼 / 你好，鬼魂 / 你好幽灵 / 哈喽，开心鬼 / 撞到开心鬼(新加坡译名) / Hello Ghost / Hellowoo Goseuteu,2010,韩国,剧情 / 喜剧 / 家庭,111分钟,[tt1848926](https://imdb.com/title/tt1848926)
371,电影,[寿司之神 Jiro Dreams of Sushi](https://movie.douban.com/subject/6146955/),大卫·贾柏, ,小野二郎 / 小野祯一 / ...,🎉---,🌟8.6,126576,40972,567,Jiro Dreams of Sushi / 次郎的寿司梦 / 梦见寿司的次郎 / 二郎は鮨の夢を見る,2011,美国,纪录片,81分钟,[tt1772925](https://imdb.com/title/tt1772925)
372,电影,[出水芙蓉 Bathing Beauty](https://movie.douban.com/subject/1305158/),乔治·西德尼,阿伦·博雷茨 / 弗兰克·瓦尔德曼 / 多萝西·金斯利 / 约瑟夫·施兰克 / 柯蒂斯·凯尼恩 / 莫里斯·麦克尼尔·马塞尔曼 / 肯尼思·厄尔,雷德·斯克尔顿 / 埃丝特·威廉斯 / ...,🎉---,🌟8.5,30395,4982,32,Bathing Beauty / Escuela de sirenas / Le bal des sirènes,1944,美国,喜剧 / 歌舞,101分钟,[tt0036628](https://imdb.com/title/tt0036628)
373,电影,[茜茜公主 Sissi](https://movie.douban.com/subject/1304056/),恩斯特·马里施卡,恩斯特·马里施卡,罗密·施耐德 / 卡尔海因茨·伯姆 / ...,🎉---,🌟8.5,111880,22920,189,Sissi / 我爱西施(台) / 女王的少女时代 / 茜西,1955,奥地利,剧情 / 喜剧 / 爱情 / 历史,102 分钟,[tt0048624](https://imdb.com/title/tt0048624)
374,电影,[第七封印 Det sjunde inseglet](https://movie.douban.com/subject/1293234/),英格玛·伯格曼,英格玛·伯格曼,古纳尔·布约恩施特兰德 / 本特·埃切罗特 / ...,🎉---,🌟8.5,54825,17846,370,Det sjunde inseglet / The Seventh Seal,1957,瑞典,剧情 / 奇幻,96分钟,[tt0050976](https://imdb.com/title/tt0050976)
375,电影,[放大 Blow-Up](https://movie.douban.com/subject/1310176/),米开朗基罗·安东尼奥尼,米开朗基罗·安东尼奥尼 / 胡里奥·科塔萨尔 / 托尼诺·格拉 / 爱德华·邦德,瓦妮莎·雷德格雷夫 / 莎拉·米尔斯 / ...,🎉---,🌟8.5,49976,16642,273,Blow-Up / 春光乍泄(港) / 春光乍现(台) / Blow Up,1966,英国 / 意大利,剧情 / 悬疑 / 惊悚,111分钟,[tt0060176](https://imdb.com/title/tt0060176)
376,电影,[尼罗河上的惨案 Death on the Nile](https://movie.douban.com/subject/1302100/),约翰·吉勒明,安东尼·沙弗尼 / 阿加莎·克里斯蒂,彼得·乌斯蒂诺夫 / 简·伯金 / ...,🎉---,🌟8.5,158326,38091,249,Death on the Nile / 尼罗河上谋杀案 / 尼罗河谋杀案,1978,英国,剧情 / 悬疑 / 犯罪,140分钟,[tt0077413](https://imdb.com/title/tt0077413)
377,电影,[现代启示录 Apocalypse Now](https://movie.douban.com/subject/1292260/),弗朗西斯·福特·科波拉,约翰·米利厄斯 / 弗朗西斯·福特·科波拉 / 迈克尔·海尔 / 约瑟夫·康拉德,马丁·辛 / 马龙·白兰度 / ...,🎉---,🌟8.5,109726,28201,452,Apocalypse Now / 当代启示录,1979,美国,剧情 / 战争,147分钟(公映版) / 183分钟(最终剪辑版) / 196分钟(重生版),[tt0078788](https://imdb.com/title/tt0078788)
378,电影,[克莱默夫妇 Kramer vs. Kramer](https://movie.douban.com/subject/1300685/),罗伯特·本顿,罗伯特·本顿 / 埃弗里·科尔曼,达斯汀·霍夫曼 / 梅丽尔·斯特里普 / ...,🎉---,🌟8.5,69972,18822,410,Kramer vs. Kramer / 克蓝玛对克蓝玛(港) / 克拉玛对克拉玛(台) / Kramer Versus Kramer,1979,美国,剧情 / 家庭,105分钟,[tt0079417](https://imdb.com/title/tt0079417)
379,电影,"[德州巴黎 Paris, Texas](https://movie.douban.com/subject/1302061/)",维姆·文德斯,L.M.基特·卡森 / 山姆·夏普德,哈利·戴恩·斯坦通 / 萨姆·贝瑞 / ...,🎉---,🌟8.5,67281,23835,399,"Paris, Texas / 巴黎，德州(台) / 德克萨斯州的巴黎 / 德克萨斯，巴黎",1984,西德 / 法国 / 英国 / 美国,剧情,145分钟,[tt0087884](https://imdb.com/title/tt0087884)
380,电影,[阿郎的故事](https://movie.douban.com/subject/1293315/),杜琪峰,郑忠泰 / 吴文辉,周润发 / 张艾嘉 / ...,🎉---,🌟8.5,117570,26001,376,阿郎的故事 / 又见阿郎(台) / All About Ah Long,1989,中国香港,剧情 / 家庭,99分钟,[tt0098694](https://imdb.com/title/tt0098694)
381,电影,[好家伙 GoodFellas](https://movie.douban.com/subject/1292268/),马丁·斯科塞斯,马丁·斯科塞斯 / 尼古拉斯·派勒吉,罗伯特·德尼罗 / 雷·利奥塔 / ...,🎉---,🌟8.5,119087,24840,217,GoodFellas / 盗亦有道(港) / 四海好家伙(台),1990,美国,剧情 / 传记 / 犯罪,146分钟,[tt0099685](https://imdb.com/title/tt0099685)
382,电影,[大河恋 A River Runs Through It](https://movie.douban.com/subject/1292718/),罗伯特·雷德福,理查德·弗雷登伯格 / 诺曼·麦克林恩,克莱格·谢佛 / 布拉德·皮特 / ...,🎉---,🌟8.5,75635,20211,471,A River Runs Through It / 川流岁月(港) / 大河之恋 / 一条贯穿的大河 / 一条奔腾而过的河流,1992,美国,剧情 / 家庭,123分钟,[tt0105265](https://imdb.com/title/tt0105265)
383,电影,[暗恋桃花源 暗戀桃花源](https://movie.douban.com/subject/1299889/),赖声川,赖声川,林青霞 / 李立群 / ...,🎉---,🌟8.5,57693,17205,618,暗戀桃花源 / 暗恋桃花源 电影版 / The Peach Blossom Land / Secret Love with the Peach Blossom Land,1992,中国台湾,剧情 / 喜剧 / 爱情,107分钟,[tt0103699](https://imdb.com/title/tt0103699)
384,电影,[蓝白红三部曲之蓝 Trois couleurs: Bleu](https://movie.douban.com/subject/1292048/),克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基 / 克日什托夫·皮耶谢维奇 / 阿格涅丝卡·霍兰 / 爱德华·泽布罗夫斯基 / 斯拉沃米尔·埃迪扎克,朱丽叶·比诺什 / 贝努特·里格恩特 / ...,🎉---,🌟8.5,138009,35852,665,Trois couleurs: Bleu / 蓝 / 蓝色情挑(台) / 三色之蓝色篇 / 三色：蓝 / 蓝色 / Three Colors: Blue,1993,法国 / 波兰 / 瑞士,剧情 / 爱情 / 音乐,98分钟,[tt0108394](https://imdb.com/title/tt0108394)
385,电影,[盗火线 Heat](https://movie.douban.com/subject/1295686/),迈克尔·曼,迈克尔·曼,阿尔·帕西诺 / 罗伯特·德尼罗 / ...,🎉---,🌟8.5,126115,27236,349,Heat / 烈火悍将(台) / 热力 / 穷追不舍 / 狂热,1995,美国,剧情 / 动作 / 惊悚 / 犯罪,170分钟,[tt0113277](https://imdb.com/title/tt0113277)
